Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%),Numero de Linhas de Codigo Fonte (Excluindo Linhas de Comentario),Numero de Linhas apenas do Comentarios,Numero Total de Linhas do Projeto,NLCF/NTLP (%),NLC/NTLP (%)
JavaScript,ajaxorg | ace,1818640,1043528,2862168,63.54,36.46,6242283,3399722,9642005,64.74,35.26,191685,68052,259737,73.80,26.20
JavaScript,emberjs | ember.js,580784,76547,657331,88.35,11.65,2604835,307954,2912789,89.43,10.57,98002,10994,108996,89.91,10.09
JavaScript,hexojs | hexo,138040,2913,140953,97.93,2.07,458739,11645,470384,97.52,2.48,17481,492,17973,97.26,2.74
JavaScript,goldfire | howler.js,69267,18182,87449,79.21,20.79,188500,66948,255448,73.79,26.21,5177,1991,7168,72.22,27.78
JavaScript,bvaughn | react-virtualized,120653,15010,135663,88.94,11.06,515409,64008,579417,88.95,11.05,22152,1569,23721,93.39,6.61
JavaScript,localForage | localForage,119260,18250,137510,86.73,13.27,365551,73631,439182,83.23,16.77,12154,1996,14150,85.89,14.11
JavaScript,less | less.js,238404,28761,267165,89.23,10.77,746704,112075,858779,86.95,13.05,23170,3578,26748,86.62,13.38
JavaScript,NARKOZ | hacker-scripts,1510,282,1792,84.26,15.74,5279,1160,6439,81.98,18.02,222,51,273,81.32,18.68
JavaScript,SheetJS | js-xlsx,5419209,189145,5608354,96.63,3.37,21190916,696060,21886976,96.82,3.18,113408,15162,128570,88.21,11.79
JavaScript,Tencent | wepy,133352,19300,152652,87.36,12.64,414858,81527,496385,83.58,16.42,14979,2152,17131,87.44,12.56
JavaScript,mochajs | mocha,124392,23763,148155,83.96,16.04,482143,85002,567145,85.01,14.99,20849,4031,24880,83.80,16.20
JavaScript,markedjs | marked,26472,1151,27623,95.83,4.17,84194,4597,88791,94.82,5.18,2613,290,2903,90.01,9.99
JavaScript,ramda | ramda,175220,114159,289379,60.55,39.45,475412,304564,779976,60.95,39.05,16194,12377,28571,56.68,43.32
JavaScript,defunkt | jquery-pjax,161078,51801,212879,75.67,24.33,505602,220374,725976,69.64,30.36,23681,5801,29482,80.32,19.68
JavaScript,redux-saga | redux-saga,70477,5191,75668,93.14,6.86,264873,24352,289225,91.58,8.42,11352,522,11874,95.60,4.40
JavaScript,ovity | octotree,142779,5672,148451,96.18,3.82,395336,21753,417089,94.78,5.22,3423,745,4168,82.13,17.87
JavaScript,react-boilerplate | react-boilerplate,38950,5158,44108,88.31,11.69,165636,22358,187994,88.11,11.89,5772,840,6612,87.30,12.70
JavaScript,iamkun | dayjs,79002,871,79873,98.91,1.09,288818,3922,292740,98.66,1.34,9120,57,9177,99.38,0.62
JavaScript,naptha | tesseract.js,100553,17570,118123,85.13,14.87,317855,68245,386100,82.32,17.68,7370,1838,9208,80.04,19.96
JavaScript,expressjs | express,84179,11606,95785,87.88,12.12,272557,42230,314787,86.58,13.42,11730,2442,14172,82.77,17.23
JavaScript,segmentio | nightmare,107546,3610,111156,96.75,3.25,272658,13793,286451,95.18,4.82,4235,727,4962,85.35,14.65
JavaScript,knsv | mermaid,86751,8356,95107,91.21,8.79,274486,32131,306617,89.52,10.48,9246,1022,10268,90.05,9.95
JavaScript,kriskowal | q,46172,9385,55557,83.11,16.89,152697,36497,189194,80.71,19.29,6612,1282,7894,83.76,16.24
JavaScript,visionmedia | superagent,56802,12364,69166,82.12,17.88,183463,43297,226760,80.91,19.09,8843,2200,11043,80.08,19.92
JavaScript,wycats | handlebars.js,72458,11518,83976,86.28,13.72,291003,44760,335763,86.67,13.33,9982,1205,11187,89.23,10.77
JavaScript,twbs | bootstrap,295171,41683,336854,87.63,12.37,1131785,129549,1261334,89.73,10.27,30612,3481,34093,89.79,10.21
JavaScript,lerna | lerna,132545,12996,145541,91.07,8.93,584094,61100,645194,90.53,9.47,20664,1641,22305,92.64,7.36
JavaScript,julianshapiro | velocity,169397,29458,198855,85.19,14.81,525090,117166,642256,81.76,18.24,14060,3432,17492,80.38,19.62
JavaScript,framework7io | framework7,1691694,25697,1717391,98.50,1.50,5879325,113697,5993022,98.10,1.90,131265,3862,135127,97.14,2.86
JavaScript,FortAwesome | Font-Awesome,652931,3978,656909,99.39,0.61,13521639,15030,13536669,99.89,0.11,78308,240,78548,99.69,0.31
JavaScript,quilljs | quill,74785,838,75623,98.89,1.11,289629,4364,293993,98.52,1.48,11490,113,11603,99.03,0.97
JavaScript,kriasoft | react-starter-kit,14413,7341,21754,66.25,33.75,55219,33596,88815,62.17,37.83,2706,1009,3715,72.84,27.16
JavaScript,scrollreveal | scrollreveal,30743,3959,34702,88.59,11.41,101996,16595,118591,86.01,13.99,3413,630,4043,84.42,15.58
JavaScript,pugjs | pug,49638,4232,53870,92.14,7.86,175118,13936,189054,92.63,7.37,6463,902,7365,87.75,12.25
JavaScript,parse-community | parse-server,433193,33816,467009,92.76,7.24,1572079,139851,1711930,91.83,8.17,71165,3590,74755,95.20,4.80
JavaScript,lodash | lodash,192276,51678,243954,78.82,21.18,684665,159377,844042,81.12,18.88,22951,6683,29634,77.45,22.55
JavaScript,facebook | react,872475,148271,1020746,85.47,14.53,3805574,599385,4404959,86.39,13.61,160367,17239,177606,90.29,9.71
JavaScript,github | fetch,13088,163,13251,98.77,1.23,49514,911,50425,98.19,1.81,2006,20,2026,99.01,0.99
JavaScript,jasmine | jasmine,183596,23864,207460,88.50,11.50,726099,91465,817564,88.81,11.19,25313,2754,28067,90.19,9.81
JavaScript,ReactTraining | react-router,54334,2956,57290,94.84,5.16,207456,11938,219394,94.56,5.44,10061,327,10388,96.85,3.15
JavaScript,videojs | video.js,365960,100423,466383,78.47,21.53,2129296,383232,2512528,84.75,15.25,61425,14917,76342,80.46,19.54
JavaScript,nuxt | nuxt.js,152887,23891,176778,86.49,13.51,624657,86333,710990,87.86,12.14,23499,2283,25782,91.14,8.86
JavaScript,Semantic-Org | Semantic-UI,673771,20702,694473,97.02,2.98,2159037,95130,2254167,95.78,4.22,71339,3323,74662,95.55,4.45
JavaScript,prettier | prettier,362209,59211,421420,85.95,14.05,1227445,222454,1449899,84.66,15.34,65740,6877,72617,90.53,9.47
JavaScript,twitter | typeahead.js,115371,2789,118160,97.64,2.36,360281,11971,372252,96.78,3.22,11434,425,11859,96.42,3.58
JavaScript,resume | resume.github.com,42738,142,42880,99.67,0.33,93901,553,94454,99.41,0.59,489,14,503,97.22,2.78
JavaScript,bower | bower,152242,14589,166831,91.26,8.74,554981,60076,615057,90.23,9.77,25712,1884,27596,93.17,6.83
JavaScript,mobxjs | mobx,78853,2906,81759,96.45,3.55,223479,11532,235011,95.09,4.91,11089,194,11283,98.28,1.72
JavaScript,developit | preact,116169,11724,127893,90.83,9.17,386753,47780,434533,89.00,11.00,15375,1337,16712,92.00,8.00
JavaScript,codemirror | CodeMirror,493558,46646,540204,91.37,8.63,1854820,194852,2049672,90.49,9.51,60023,4903,64926,92.45,7.55
JavaScript,Dogfalo | materialize,244342,21240,265582,92.00,8.00,787973,84501,872474,90.31,9.69,19941,4467,24408,81.70,18.30
JavaScript,gatsbyjs | gatsby,574418,72879,647297,88.74,11.26,2733471,304508,3037979,89.98,10.02,116308,9843,126151,92.20,7.80
JavaScript,koajs | koa,31767,3908,35675,89.05,10.95,107122,13227,120349,89.01,10.99,4239,962,5201,81.50,18.50
JavaScript,react-navigation | react-navigation,8567,1146,9713,88.20,11.80,40440,5195,45635,88.62,11.38,1571,192,1763,89.11,10.89
JavaScript,webpack | webpack,364530,46608,411138,88.66,11.34,3847734,208706,4056440,94.85,5.15,62541,6965,69506,89.98,10.02
JavaScript,hubotio | hubot,27182,6049,33231,81.80,18.20,101539,24532,126071,80.54,19.46,3771,754,4525,83.34,16.66
JavaScript,jiahaog | nativefier,16459,1725,18184,90.51,9.49,73087,7669,80756,90.50,9.50,3084,257,3341,92.31,7.69
JavaScript,mui-org | material-ui,835859,62827,898686,93.01,6.99,4888841,244469,5133310,95.24,4.76,121657,8815,130472,93.24,6.76
JavaScript,socketio | socket.io,33407,4563,37970,87.98,12.02,101570,17499,119069,85.30,14.70,4064,685,4749,85.58,14.42
JavaScript,mysqljs | mysql,99184,4515,103699,95.65,4.35,427121,18532,445653,95.84,4.16,13829,605,14434,95.81,4.19
JavaScript,tastejs | todomvc,12767724,2603847,15371571,83.06,16.94,46597279,10707095,57304374,81.32,18.68,1009376,260295,1269671,79.50,20.50
JavaScript,vuejs | vuex,45337,4881,50218,90.28,9.72,151821,18791,170612,88.99,11.01,6705,630,7335,91.41,8.59
JavaScript,zeit | next.js,170909,20714,191623,89.19,10.81,696423,83413,779836,89.30,10.70,29844,2114,31958,93.39,6.61
JavaScript,vuejs | vue-cli,130798,13954,144752,90.36,9.64,546110,60353,606463,90.05,9.95,23746,2034,25780,92.11,7.89
JavaScript,enyo | dropzone,65191,10982,76173,85.58,14.42,216650,44184,260834,83.06,16.94,4767,1231,5998,79.48,20.52
JavaScript,statsd | statsd,29565,3678,33243,88.94,11.06,98057,14846,112903,86.85,13.15,3726,366,4092,91.06,8.94
JavaScript,ianstormtaylor | slate,220334,47889,268223,82.15,17.85,760494,150144,910638,83.51,16.49,45986,8966,54952,83.68,16.32
JavaScript,tabler | tabler,1400922,233274,1634196,85.73,14.27,3821561,834800,4656361,82.07,17.93,16732,15057,31789,52.63,47.37
JavaScript,LisaDziuba | Awesome-Design-Tools,3136,6,3142,99.81,0.19,462490,31,462521,99.99,0.01,568,1,569,99.82,0.18
JavaScript,NervJS | taro,354803,26143,380946,93.14,6.86,1573002,135053,1708055,92.09,7.91,83019,3594,86613,95.85,4.15
JavaScript,paularmstrong | normalizr,13216,261,13477,98.06,1.94,46878,1152,48030,97.60,2.40,1888,38,1926,98.03,1.97
JavaScript,aosabook | 500lines,425876,422173,848049,50.22,49.78,1424994,1579542,3004536,47.43,52.57,28241,21403,49644,56.89,43.11
JavaScript,Modernizr | Modernizr,57600,44534,102134,56.40,43.60,242395,166413,408808,59.29,40.71,8090,6313,14403,56.17,43.83
JavaScript,postcss | postcss,26023,6,26029,99.98,0.02,86895,22,86917,99.97,0.03,5730,2063,7793,73.53,26.47
JavaScript,transloadit | uppy,135336,18935,154271,87.73,12.27,592584,75714,668298,88.67,11.33,22132,2523,24655,89.77,10.23
JavaScript,airbnb | lottie-web,1869798,33997,1903795,98.21,1.79,5074760,131907,5206667,97.47,2.53,85563,3696,89259,95.86,4.14
JavaScript,date-fns | date-fns,409582,90387,499969,81.92,18.08,1736870,300877,2037747,85.23,14.77,63581,10205,73786,86.17,13.83
JavaScript,GoogleChrome | lighthouse,331789,175534,507323,65.40,34.60,1515724,762151,2277875,66.54,33.46,50363,14526,64889,77.61,22.39
JavaScript,jaywcjlove | awesome-mac,1796,111,1907,94.18,5.82,5945,393,6338,93.80,6.20,237,27,264,89.77,10.23
JavaScript,juliangarnier | anime,107733,4729,112462,95.80,4.20,308088,21167,329255,93.57,6.43,9111,536,9647,94.44,5.56
JavaScript,meteor | meteor,1625905,409771,2035676,79.87,20.13,5733015,1667382,7400397,77.47,22.53,201901,39455,241356,83.65,16.35
JavaScript,caolan | async,122661,52899,175560,69.87,30.13,341328,188354,529682,64.44,35.56,14748,5774,20522,71.86,28.14
JavaScript,Leaflet | Leaflet,483698,39256,522954,92.49,7.51,1676592,152758,1829350,91.65,8.35,16679,3793,20472,81.47,18.53
JavaScript,benweet | stackedit,102006,11069,113075,90.21,9.79,406324,48685,455009,89.30,10.70,16660,1444,18104,92.02,7.98
JavaScript,JedWatson | react-select,75249,7686,82935,90.73,9.27,362055,33409,395464,91.55,8.45,14384,1113,15497,92.82,7.18
JavaScript,wagerfield | parallax,4121,123,4244,97.10,2.90,15278,532,15810,96.64,3.36,575,16,591,97.29,2.71
JavaScript,wekan | wekan,204079,32707,236786,86.19,13.81,707626,130188,837814,84.46,15.54,28754,4031,32785,87.70,12.30
JavaScript,swagger-api | swagger-ui,805063,6567,811630,99.19,0.81,2352431,27374,2379805,98.85,1.15,13972,804,14776,94.56,5.44
JavaScript,postcss | autoprefixer,44003,3772,47775,92.10,7.90,169072,15527,184599,91.59,8.41,7258,943,8201,88.50,11.50
JavaScript,30-seconds | 30-seconds-of-code,159383,1167,160550,99.27,0.73,484906,4947,489853,98.99,1.01,13983,170,14153,98.80,1.20
JavaScript,sahat | hackathon-starter,15119,1103,16222,93.20,6.80,55763,4249,60012,92.92,7.08,1924,304,2228,86.36,13.64
JavaScript,Popmotion | popmotion,374882,8198,383080,97.86,2.14,1216753,1284038,2500791,48.65,51.35,20241,1240,21481,94.23,5.77
JavaScript,RocketChat | Rocket.Chat,1335551,49370,1384921,96.44,3.56,4576513,197479,4773992,95.86,4.14,141420,5987,147407,95.94,4.06
JavaScript,MostlyAdequate | mostly-adequate-guide,9518,2326,11844,80.36,19.64,37381,8263,45644,81.90,18.10,1510,235,1745,86.53,13.47
JavaScript,Marak | faker.js,9696104,495840,10191944,95.13,4.87,54626991,2038125,56665116,96.40,3.60,852007,49488,901495,94.51,5.49
JavaScript,vuejs | vue,1071259,121534,1192793,89.81,10.19,3591928,520533,4112461,87.34,12.66,135723,17339,153062,88.67,11.33
JavaScript,sentsin | layui,394802,24981,419783,94.05,5.95,1047528,116703,1164231,89.98,10.02,19352,3423,22775,84.97,15.03
JavaScript,bilibili | flv.js,45292,9967,55259,81.96,18.04,167422,43177,210599,79.50,20.50,6829,1071,7900,86.44,13.56
JavaScript,tj | commander.js,12147,3100,15247,79.67,20.33,41294,10708,52002,79.41,20.59,1484,602,2086,71.14,28.86
JavaScript,angular | material,368651,135142,503793,73.18,26.82,1665672,525982,2191654,76.00,24.00,50848,16833,67681,75.13,24.87
JavaScript,nylas | nylas-mail,550038,12804,562842,97.73,2.27,1006222,51036,1057258,95.17,4.83,53588,7783,61371,87.32,12.68
JavaScript,zeit | hyper,736049,197750,933799,78.82,21.18,2626913,699281,3326194,78.98,21.02,103271,24405,127676,80.89,19.11
JavaScript,mozilla | pdf.js,632071,106802,738873,85.55,14.45,2371071,441731,2812802,84.30,15.70,81673,12550,94223,86.68,13.32
JavaScript,zenorocha | clipboard.js,11578,2209,13787,83.98,16.02,39687,8191,47878,82.89,17.11,1092,381,1473,74.13,25.87
JavaScript,niklasvh | html2canvas,85959,11424,97383,88.27,11.73,311712,40275,351987,88.56,11.44,13677,2245,15922,85.90,14.10
JavaScript,sequelize | sequelize,570438,53687,624125,91.40,8.60,2044918,214109,2259027,90.52,9.48,74712,5975,80687,92.59,7.41
JavaScript,storybooks | storybook,205530,12652,218182,94.20,5.80,994576,58096,1052672,94.48,5.52,34866,1470,36336,95.95,4.05
JavaScript,dimsemenov | PhotoSwipe,60115,6706,66821,89.96,10.04,199796,27915,227711,87.74,12.26,6649,864,7513,88.50,11.50
JavaScript,highlightjs | highlight.js,119612,16470,136082,87.90,12.10,953101,75866,1028967,92.63,7.37,21986,2279,24265,90.61,9.39
JavaScript,MrRio | jsPDF,1570107,145530,1715637,91.52,8.48,6805982,563694,7369676,92.35,7.65,135605,17076,152681,88.82,11.18
JavaScript,SortableJS | Sortable,36672,2175,38847,94.40,5.60,108537,9027,117564,92.32,7.68,2020,279,2299,87.86,12.14
JavaScript,balderdashy | sails,175146,72651,247797,70.68,29.32,694653,301784,996437,69.71,30.29,24431,7988,32419,75.36,24.64
JavaScript,thedaviddias | Front-End-Checklist,11091,1709,12800,86.65,13.35,38344,7299,45643,84.01,15.99,1455,362,1817,80.08,19.92
JavaScript,Unitech | pm2,153865,16731,170596,90.19,9.81,521341,64485,585826,88.99,11.01,20444,3029,23473,87.10,12.90
JavaScript,Meituan-Dianping | mpvue,770737,99721,870458,88.54,11.46,2674939,431155,3106094,86.12,13.88,112878,15092,127970,88.21,11.79
JavaScript,rollup | rollup,304507,8913,313420,97.16,2.84,1016282,45756,1062038,95.69,4.31,49380,1375,50755,97.29,2.71
JavaScript,facebook | draft-js,130295,36963,167258,77.90,22.10,573686,147978,721664,79.49,20.51,23772,5015,28787,82.58,17.42
JavaScript,moment | moment,1932233,53492,1985725,97.31,2.69,6812422,203421,7015843,97.10,2.90,155991,4575,160566,97.15,2.85
JavaScript,keystonejs | keystone,1109638,68128,1177766,94.22,5.78,3307426,282033,3589459,92.14,7.86,68457,58950,127407,53.73,46.27
JavaScript,lord | slate,56088,21870,77958,71.95,28.05,172295,91239,263534,65.38,34.62,7922,2679,10601,74.73,25.27
JavaScript,atom | atom,628377,87999,716376,87.72,12.28,2865707,337774,3203481,89.46,10.54,124360,9532,133892,92.88,7.12
JavaScript,serverless | serverless,337423,13613,351036,96.12,3.88,1507936,60957,1568893,96.11,3.89,52486,1711,54197,96.84,3.16
JavaScript,photonstorm | phaser,3288494,2658657,5947151,55.30,44.70,9141399,10773480,19914879,45.90,54.10,312797,358703,671500,46.58,53.42
JavaScript,JacksonTian | fks,425510,130539,556049,76.52,23.48,1095764,498550,1594314,68.73,31.27,32453,15058,47511,68.31,31.69
JavaScript,dawnlabs | carbon,28956,1725,30681,94.38,5.62,208906,7185,216091,96.68,3.32,7320,328,7648,95.71,4.29
JavaScript,immutable-js | immutable-js,72113,11114,83227,86.65,13.35,236486,42827,279313,84.67,15.33,10259,1611,11870,86.43,13.57
JavaScript,nolimits4web | swiper,245552,5468,251020,97.82,2.18,850536,24441,874977,97.21,2.79,26667,1076,27743,96.12,3.88
JavaScript,babel | babel,719145,52682,771827,93.17,6.83,2611720,208614,2820334,92.60,7.40,110814,6508,117322,94.45,5.55
JavaScript,adobe | brackets,2422091,839423,3261514,74.26,25.74,9586944,3400542,12987486,73.82,26.18,301676,94926,396602,76.07,23.93
JavaScript,hakimel | reveal.js,115817,20104,135921,85.21,14.79,734219,81152,815371,90.05,9.95,8443,2601,11044,76.45,23.55
JavaScript,axios | axios,44048,7633,51681,85.23,14.77,160326,31444,191770,83.60,16.40,5300,1086,6386,82.99,17.01
JavaScript,facebook | create-react-app,60333,21108,81441,74.08,25.92,271440,89392,360832,75.23,24.77,11356,2539,13895,81.73,18.27
JavaScript,reduxjs | react-redux,27360,4031,31391,87.16,12.84,110036,17998,128034,85.94,14.06,4912,398,5310,92.50,7.50
JavaScript,VincentGarreau | particles.js,19551,1094,20645,94.70,5.30,54616,3965,58581,93.23,6.77,1296,132,1428,90.76,9.24
JavaScript,facebook | flux,58058,23143,81201,71.50,28.50,213146,90908,304054,70.10,29.90,7042,3181,10223,68.88,31.12
JavaScript,reduxjs | reselect,3524,313,3837,91.84,8.16,11933,1338,13271,89.92,10.08,482,19,501,96.21,3.79
JavaScript,alvarotrigo | fullPage.js,164893,23235,188128,87.65,12.35,570062,371897,941959,60.52,39.48,10306,2358,12664,81.38,18.62
JavaScript,ant-design | ant-design-pro,94601,2215,96816,97.71,2.29,414110,12152,426262,97.15,2.85,17110,348,17458,98.01,1.99
JavaScript,facebook | react-native,687306,207915,895221,76.78,23.22,3053795,833204,3886999,78.56,21.44,133005,26905,159910,83.17,16.83
JavaScript,remy | nodemon,90782,22184,112966,80.36,19.64,290193,78065,368258,78.80,21.20,10999,4127,15126,72.72,27.28
JavaScript,typicode | json-server,15625,742,16367,95.47,4.53,58714,3219,61933,94.80,5.20,2489,108,2597,95.84,4.16
JavaScript,GitbookIO | gitbook,61880,12659,74539,83.02,16.98,233613,45878,279491,83.59,16.41,9198,2579,11777,78.10,21.90
JavaScript,hammerjs | hammer.js,45674,11013,56687,80.57,19.43,172758,41401,214159,80.67,19.33,5185,1847,7032,73.73,26.27
JavaScript,h5bp | html5-boilerplate,47012,616,47628,98.71,1.29,103126,1983,105109,98.11,1.89,254,105,359,70.75,29.25
JavaScript,bevacqua | dragula,25171,606,25777,97.65,2.35,79342,52874,132216,60.01,39.99,2589,28,2617,98.93,1.07
JavaScript,jashkenas | backbone,159983,38319,198302,80.68,19.32,489851,156746,646597,75.76,24.24,19223,3762,22985,83.63,16.37
JavaScript,avajs | ava,102098,5463,107561,94.92,5.08,363013,25556,388569,93.42,6.58,15065,592,15657,96.22,3.78
JavaScript,apache | incubator-superset,176094,92464,268558,65.57,34.43,734336,403288,1137624,64.55,35.45,15388,5506,20894,73.65,26.35
JavaScript,angular | angular.js,1449529,296884,1746413,83.00,17.00,6085565,1128317,7213882,84.36,15.64,231356,35068,266424,86.84,13.16
JavaScript,gorhill | uBlock,394315,62262,456577,86.36,13.64,2369557,356217,2725774,86.93,13.07,85252,7414,92666,92.00,8.00
JavaScript,balena-io | etcher,60741,30976,91717,66.23,33.77,265713,124778,390491,68.05,31.95,9921,5369,15290,64.89,35.11
JavaScript,react-native-training | react-native-elements,45063,1606,46669,96.56,3.44,175103,7187,182290,96.06,3.94,8389,232,8621,97.31,2.69
JavaScript,TryGhost | Ghost,677315,70786,748101,90.54,9.46,2631344,278440,2909784,90.43,9.57,91545,8763,100308,91.26,8.74
JavaScript,trekhleb | javascript-algorithms,107379,27677,135056,79.51,20.49,373833,101087,474920,78.71,21.29,12358,3565,15923,77.61,22.39
