Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
JavaScript,Reactive-Extensions | RxJS,2826381,374762,3201143,88.29,11.71,8297374,1612644,9910018,83.73,16.27
JavaScript,react-native-training | react-native-elements,45063,1606,46669,96.56,3.44,175103,7187,182290,96.06,3.94
JavaScript,react-navigation | react-navigation,8567,1146,9713,88.20,11.80,40440,5195,45635,88.62,11.38
JavaScript,ReactTraining | react-router,54334,2956,57290,94.84,5.16,207456,11938,219394,94.56,5.44
JavaScript,reduxjs | react-redux,27360,4031,31391,87.16,12.84,110036,17998,128034,85.94,14.06
JavaScript,reduxjs | redux,40577,3383,43960,92.30,7.70,160721,13778,174499,92.10,7.90
JavaScript,reduxjs | reselect,3524,313,3837,91.84,8.16,11933,1338,13271,89.92,10.08
JavaScript,redux-saga | redux-saga,70477,5191,75668,93.14,6.86,264873,24352,289225,91.58,8.42
JavaScript,remy | nodemon,90782,22184,112966,80.36,19.64,290193,78065,368258,78.80,21.20
JavaScript,request | request,62808,3955,66763,94.08,5.92,222870,17157,240027,92.85,7.15
JavaScript,resume | resume.github.com,42738,142,42880,99.67,0.33,93901,553,94454,99.41,0.59
JavaScript,RocketChat | Rocket.Chat,1335551,49370,1384921,96.44,3.56,4576513,197479,4773992,95.86,4.14
JavaScript,rstacruz | nprogress,2945,615,3560,82.72,17.28,9749,2178,11927,81.74,18.26
JavaScript,ruanyf | es6tutorial,153590,1182,154772,99.24,0.76,390114,5227,395341,98.68,1.32
JavaScript,ruanyf | react-demos,765417,94001,859418,89.06,10.94,2298478,384095,2682573,85.68,14.32
JavaScript,sahat | hackathon-starter,15119,1103,16222,93.20,6.80,55763,4249,60012,92.92,7.08
JavaScript,scrollreveal | scrollreveal,30743,3959,34702,88.59,11.41,101996,16595,118591,86.01,13.99
JavaScript,segmentio | nightmare,107546,3610,111156,96.75,3.25,272658,13793,286451,95.18,4.82
JavaScript,select2 | select2,295382,41778,337160,87.61,12.39,982864,176904,1159768,84.75,15.25
JavaScript,Semantic-Org | Semantic-UI,673771,20702,694473,97.02,2.98,2159037,95130,2254167,95.78,4.22
JavaScript,sentsin | layui,394802,24981,419783,94.05,5.95,1047528,116703,1164231,89.98,10.02
JavaScript,sequelize | sequelize,570438,53687,624125,91.40,8.60,2044918,214109,2259027,90.52,9.48
JavaScript,serverless | serverless,337423,13613,351036,96.12,3.88,1507936,60957,1568893,96.11,3.89
JavaScript,SheetJS | js-xlsx,5419209,189145,5608354,96.63,3.37,21190916,696060,21886976,96.82,3.18
JavaScript,socketio | socket.io,33407,4563,37970,87.98,12.02,101570,17499,119069,85.30,14.70
JavaScript,SortableJS | Sortable,36672,2175,38847,94.40,5.60,108537,9027,117564,92.32,7.68
JavaScript,statsd | statsd,29565,3678,33243,88.94,11.06,98057,14846,112903,86.85,13.15
JavaScript,storybooks | storybook,205530,12652,218182,94.20,5.80,994576,58096,1052672,94.48,5.52
JavaScript,styled-components | styled-components,157945,35954,193899,81.46,18.54,897216,143529,1040745,86.21,13.79
JavaScript,swagger-api | swagger-ui,805063,6567,811630,99.19,0.81,2352431,27374,2379805,98.85,1.15
JavaScript,tabler | tabler,1400922,233274,1634196,85.73,14.27,3821561,834800,4656361,82.07,17.93
JavaScript,tastejs | todomvc,12767724,2603847,15371571,83.06,16.94,46597279,10707095,57304374,81.32,18.68
JavaScript,Tencent | wepy,133352,19300,152652,87.36,12.64,414858,81527,496385,83.58,16.42
JavaScript,thedaviddias | Front-End-Checklist,11091,1709,12800,86.65,13.35,38344,7299,45643,84.01,15.99
JavaScript,tj | commander.js,12147,3100,15247,79.67,20.33,41294,10708,52002,79.41,20.59
JavaScript,transloadit | uppy,135336,18935,154271,87.73,12.27,592584,75714,668298,88.67,11.33
JavaScript,trekhleb | javascript-algorithms,107379,27677,135056,79.51,20.49,373833,101087,474920,78.71,21.29
JavaScript,TryGhost | Ghost,677315,70786,748101,90.54,9.46,2631344,278440,2909784,90.43,9.57
JavaScript,twbs | bootstrap,295171,41683,336854,87.63,12.37,1131785,129549,1261334,89.73,10.27
JavaScript,twitter | typeahead.js,115371,2789,118160,97.64,2.36,360281,11971,372252,96.78,3.22
JavaScript,typicode | json-server,15625,742,16367,95.47,4.53,58714,3219,61933,94.80,5.20
JavaScript,Unitech | pm2,153865,16731,170596,90.19,9.81,521341,64485,585826,88.99,11.01
JavaScript,videojs | video.js,365960,100423,466383,78.47,21.53,2129296,383232,2512528,84.75,15.25
JavaScript,VincentGarreau | particles.js,19551,1094,20645,94.70,5.30,54616,3965,58581,93.23,6.77
JavaScript,visionmedia | superagent,56802,12364,69166,82.12,17.88,183463,43297,226760,80.91,19.09
JavaScript,vuejs | vue,1071259,121534,1192793,89.81,10.19,3591928,520533,4112461,87.34,12.66
JavaScript,vuejs | vue-cli,130798,13954,144752,90.36,9.64,546110,60353,606463,90.05,9.95
JavaScript,vuejs | vuex,45337,4881,50218,90.28,9.72,151821,18791,170612,88.99,11.01
JavaScript,vuetifyjs | vuetify,163780,5369,169149,96.83,3.17,620176,23879,644055,96.29,3.71
JavaScript,wagerfield | parallax,4121,123,4244,97.10,2.90,15278,532,15810,96.64,3.36
JavaScript,webpack | webpack,364530,46608,411138,88.66,11.34,3847734,208706,4056440,94.85,5.15
JavaScript,webtorrent | webtorrent,171998,5477,177475,96.91,3.09,457016,21311,478327,95.54,4.46
JavaScript,wekan | wekan,204079,32707,236786,86.19,13.81,707626,130188,837814,84.46,15.54
JavaScript,wycats | handlebars.js,72458,11518,83976,86.28,13.72,291003,44760,335763,86.67,13.33
JavaScript,yangshun | tech-interview-handbook,5378,85,5463,98.44,1.56,19874,331,20205,98.36,1.64
JavaScript,yarnpkg | yarn,316185,47205,363390,87.01,12.99,1286683,178727,1465410,87.80,12.20
JavaScript,zeit | hyper,736049,197750,933799,78.82,21.18,2626913,699281,3326194,78.98,21.02
JavaScript,zeit | next.js,170909,20714,191623,89.19,10.81,696423,83413,779836,89.30,10.70
JavaScript,zenorocha | clipboard.js,11578,2209,13787,83.98,16.02,39687,8191,47878,82.89,17.11
JavaScript,babel | babel,719145,52682,771827,93.17,6.83,2611720,208614,2820334,92.60,7.40
JavaScript,rollup | rollup,304507,8913,313420,97.16,2.84,1016282,45756,1062038,95.69,4.31
JavaScript,sveltejs | svelte,113516,2938,116454,97.48,2.52,412890,12834,425724,96.99,3.01
