Linguagem,Projeto,Quantidade de Contribuidores,URL
C,libretro | RetroArch,308,https://github.com/libretro/RetroArch.git
C,krallin | tini,17,https://github.com/krallin/tini.git
C,session-replay-tools | tcpcopy,10,https://github.com/session-replay-tools/tcpcopy.git
C,FreeRDP | FreeRDP,236,https://github.com/FreeRDP/FreeRDP.git
C,RPISEC | MBE,11,https://github.com/RPISEC/MBE.git
C,clibs | clib,25,https://github.com/clibs/clib.git
C,darlinghq | darling,29,https://github.com/darlinghq/darling.git
C,hak5darren | USB-Rubber-Ducky,5,https://github.com/hak5darren/USB-Rubber-Ducky.git
C,jorisvink | kore,32,https://github.com/jorisvink/kore.git
C,memononen | nanovg,36,https://github.com/memononen/nanovg.git
C,rmtheis | tess-two,12,https://github.com/rmtheis/tess-two.git
C,marcobambini | gravity,31,https://github.com/marcobambini/gravity.git
C,grbl | grbl,26,https://github.com/grbl/grbl.git
C,martanne | vis,68,https://github.com/martanne/vis.git
C,coturn | coturn,25,https://github.com/coturn/coturn.git
C,cuber | ngx_http_google_filter_module,5,https://github.com/cuber/ngx_http_google_filter_module.git
C,shadowsocks | ChinaDNS,11,https://github.com/shadowsocks/ChinaDNS.git
C,nbs-system | naxsi,33,https://github.com/nbs-system/naxsi.git
C,Netflix | dynomite,58,https://github.com/Netflix/dynomite.git
C,shellphish | how2heap,37,https://github.com/shellphish/how2heap.git
C,edenhill | librdkafka,132,https://github.com/edenhill/librdkafka.git
C,libvips | libvips,37,https://github.com/libvips/libvips.git
C,contiki-os | contiki,157,https://github.com/contiki-os/contiki.git
C,nmap | nmap,7,https://github.com/nmap/nmap.git
