Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
PHP,pagekit | pagekit,237233,32226,269459,88.04,11.96,1701981,108420,1810401,94.01,5.99
PHP,paragonie | random_compat,5982,5316,11298,52.95,47.05,24787,20563,45350,54.66,45.34
PHP,phacility | phabricator,2382221,306775,2688996,88.59,11.41,12181418,1147376,13328794,91.39,8.61
PHP,phalcon | cphalcon,505747,405680,911427,55.49,44.51,2414304,1642655,4056959,59.51,40.49
PHP,phanan | koel,48742,25916,74658,65.29,34.71,216755,83421,300176,72.21,27.79
PHP,phan | phan,743523,258888,1002411,74.17,25.83,4766037,1043627,5809664,82.04,17.96
PHP,phar-io | manifest,10571,5965,16536,63.93,36.07,54713,28273,82986,65.93,34.07
PHP,phar-io | version,4654,2479,7133,65.25,34.75,21152,10444,31596,66.95,33.05
PHP,php-ai | php-ml,92405,13619,106024,87.15,12.85,328461,52237,380698,86.28,13.72
PHP,phpDocumentor | ReflectionDocBlock,28326,17110,45436,62.34,37.66,135303,90894,226197,59.82,40.18
PHP,phpDocumentor | TypeResolver,9469,7447,16916,55.98,44.02,44431,34440,78871,56.33,43.67
PHP,php-fig | log,1859,1836,3695,50.31,49.69,7822,7018,14840,52.71,47.29
PHP,PHPMailer | PHPMailer,29923,22031,51954,57.60,42.40,172580,86015,258595,66.74,33.26
PHP,phpmyadmin | phpmyadmin,739971,270514,1010485,73.23,26.77,3355353,1096846,4452199,75.36,24.64
PHP,PHPOffice | PHPExcel,462190,256772,718962,64.29,35.71,1994211,1000106,2994317,66.60,33.40
PHP,PHPOffice | PhpSpreadsheet,493650,174381,668031,73.90,26.10,1994055,657427,2651482,75.21,24.79
PHP,PHPOffice | PHPWord,206869,125380,332249,62.26,37.74,997026,521723,1518749,65.65,34.35
PHP,php-pm | php-pm,13739,4974,18713,73.42,26.58,63016,19689,82705,76.19,23.81
PHP,phpseclib | phpseclib,232294,114373,346667,67.01,32.99,1012444,455489,1467933,68.97,31.03
PHP,phpspec | prophecy,43826,12110,55936,78.35,21.65,220793,50122,270915,81.50,18.50
PHP,phpstan | phpstan,495051,30923,525974,94.12,5.88,2477730,140182,2617912,94.65,5.35
