Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%),Numero de Linhas de Codigo Fonte (Excluindo Linhas de Comentario),Numero de Linhas apenas do Comentarios,Numero Total de Linhas do Projeto,NLCF/NTLP (%),NLC/NTLP (%)
PHP,WordPress | WordPress,1234453,932040,2166493,56.98,43.02,5376107,3577479,8953586,60.04,39.96,236130,140851,376981,62.64,37.36
PHP,fzaninotto | Faker,468659,78879,547538,85.59,14.41,8990491,339741,9330232,96.36,3.64,105661,10725,116386,90.78,9.22
PHP,JakubOnderka | PHP-Console-Color,2141,197,2338,91.57,8.43,8824,739,9563,92.27,7.73,370,64,434,85.25,14.75
PHP,electerious | Lychee,23579,4910,28489,82.77,17.23,99326,20794,120120,82.69,17.31,2564,969,3533,72.57,27.43
PHP,caouecs | Laravel-lang,36075,53318,89393,40.36,59.64,518631,158823,677454,76.56,23.44,9986,4239,14225,70.20,29.80
PHP,ratchetphp | Ratchet,21352,4401,25753,82.91,17.09,91795,19277,111072,82.64,17.36,2947,936,3883,75.89,24.11
PHP,googleapis | google-api-php-client,36981,16625,53606,68.99,31.01,163457,74776,238233,68.61,31.39,6571,2522,9093,72.26,27.74
PHP,domnikl | DesignPatternsPHP,13643,3348,16991,80.30,19.70,61765,12886,74651,82.74,17.26,2925,804,3729,78.44,21.56
PHP,dingo | api,47726,17412,65138,73.27,26.73,202800,69387,272187,74.51,25.49,7232,4652,11884,60.85,39.15
PHP,aws | aws-sdk-php,3004606,230911,3235517,92.86,7.14,29356337,1135527,30491864,96.28,3.72,47283,24634,71917,65.75,34.25
PHP,briannesbitt | Carbon,531242,2191061,2722303,19.51,80.49,3323999,6674883,9998882,33.24,66.76,145502,112192,257694,56.46,43.54
PHP,yiisoft | yii,2969463,450661,3420124,86.82,13.18,16121569,1800194,17921763,89.96,10.04,742992,60847,803839,92.43,7.57
PHP,chrisboulton | php-resque,13648,5689,19337,70.58,29.42,54738,22615,77353,70.76,29.24,2476,945,3421,72.38,27.62
PHP,JeffreyWay | Laravel-4-Generators,6262,3066,9328,67.13,32.87,31152,10498,41650,74.79,25.21,1173,820,1993,58.86,41.14
PHP,php-fig | log,1859,1836,3695,50.31,49.69,7822,7018,14840,52.71,47.29,307,397,704,43.61,56.39
PHP,bolt | bolt,401173,129132,530305,75.65,24.35,1727347,507981,2235328,77.27,22.73,67312,28511,95823,70.25,29.75
PHP,php-ai | php-ml,92405,13619,106024,87.15,12.85,328461,52237,380698,86.28,13.72,13087,2885,15972,81.94,18.06
PHP,guzzle | psr7,44797,10227,55024,81.41,18.59,178792,42839,221631,80.67,19.33,7277,1718,8995,80.90,19.10
PHP,Sylius | Sylius,601408,180968,782376,76.87,23.13,3283320,661742,3945062,83.23,16.77,103847,38851,142698,72.77,27.23
PHP,joomla | joomla-cms,2223238,1390157,3613395,61.53,38.47,9184244,5300773,14485017,63.41,36.59,410765,254780,665545,61.72,38.28
PHP,phpspec | prophecy,43826,12110,55936,78.35,21.65,220793,50122,270915,81.50,18.50,8247,2785,11032,74.76,25.24
PHP,abraham | twitteroauth,6303,3051,9354,67.38,32.62,27588,11764,39352,70.11,29.89,1070,672,1742,61.42,38.58
PHP,rmccue | Requests,37219,17106,54325,68.51,31.49,151647,67986,219633,69.05,30.95,5426,3475,8901,60.96,39.04
PHP,doctrine | instantiator,2604,838,3442,75.65,24.35,15796,3776,19572,80.71,19.29,579,250,829,69.84,30.16
PHP,avalanche123 | Imagine,78208,29692,107900,72.48,27.52,317830,127813,445643,71.32,28.68,11808,7458,19266,61.29,38.71
PHP,symfony | symfony,2285332,620150,2905482,78.66,21.34,10803719,2575318,13379037,80.75,19.25,350594,118488,469082,74.74,25.26
PHP,symfony | thanks,1971,277,2248,87.68,12.32,8869,1086,9955,89.09,10.91,322,40,362,88.95,11.05
PHP,symfony | var-dumper,42884,8125,51009,84.07,15.93,204730,32086,236816,86.45,13.55,8946,1495,10441,85.68,14.32
PHP,YOURLS | YOURLS,89856,68273,158129,56.82,43.18,371004,267504,638508,58.10,41.90,17868,11497,29365,60.85,39.15
