Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%),Numero de Linhas de Codigo Fonte (Excluindo Linhas de Comentario),Numero de Linhas apenas do Comentarios,Numero Total de Linhas do Projeto,NLCF/NTLP (%),NLC/NTLP (%)
Visual Basic,tannerhelland | PhotoDemon,1267081,984746,2251827,56.27,43.73,6501297,4390695,10891992,59.69,40.31,166587,99285,265872,62.66,37.34
Visual Basic,oracle | json-in-db,119095,17192,136287,87.39,12.61,643668,83511,727179,88.52,11.48,2665,323,2988,89.19,10.81
Visual Basic,seanyeh | vibreoffice,3329,1705,5034,66.13,33.87,15454,5765,21219,72.83,27.17,646,184,830,77.83,22.17
Visual Basic,VelinGeorgiev | Simple-VBA-functions,1391,2383,3774,36.86,63.14,6856,10054,16910,40.54,59.46,215,224,439,48.97,51.03
Visual Basic,leveryd | vulndocker,33284,45703,78987,42.14,57.86,191956,234807,426763,44.98,55.02,1500,0,1500,100.00,0.00
Visual Basic,ADN-DevTech | Inventor-Training-Material,85731,36591,122322,70.09,29.91,436088,157131,593219,73.51,26.49,11439,3772,15211,75.20,24.80
Visual Basic,wqweto | UMMM,5257,726,5983,87.87,12.13,24814,3409,28223,87.92,12.08,757,118,875,86.51,13.49
Visual Basic,coryarcangel | Super-Mario-Clouds,1631,0,1631,100.00,0.00,3133,0,3133,100.00,0.00,224,0,224,100.00,0.00
Visual Basic,mono | mono-basic,1389024,432919,1821943,76.24,23.76,6119315,1696389,7815704,78.30,21.70,229769,47190,276959,82.96,17.04
Visual Basic,ADN-DevTech | RevitTrainingMaterial,26973,28649,55622,48.49,51.51,130314,112825,243139,53.60,46.40,3688,3436,7124,51.77,48.23
Visual Basic,dzzie | pdfstreamdumper,116851,17186,134037,87.18,12.82,483594,68777,552371,87.55,12.45,15726,8194,23920,65.74,34.26
Visual Basic,Cn33liz | StarFighters,3049,204,3253,93.73,6.27,50524,939,51463,98.18,1.82,604,15,619,97.58,2.42
Visual Basic,maxdeviant | lol-mastery-manager,14172,3071,17243,82.19,17.81,69290,11154,80444,86.13,13.87,2211,322,2533,87.29,12.71
Visual Basic,mwsrc | njRAT,142129,7622,149751,94.91,5.09,545313,29471,574784,94.87,5.13,16636,1869,18505,89.90,10.10
Visual Basic,jwinterm | monerospelunker,3781,897,4678,80.83,19.17,17216,3470,20686,83.23,16.77,437,133,570,76.67,23.33
Visual Basic,emilefyon | Excel-VBA-Productivity-Libraries,5675,8052,13727,41.34,58.66,25566,26646,52212,48.97,51.03,857,707,1564,54.80,45.20
Visual Basic,MrJag | ghost,69598,7134,76732,90.70,9.30,299465,31334,330799,90.53,9.47,9358,752,10110,92.56,7.44
Visual Basic,yuukiw | StardewValleyMM,20571,3278,23849,86.26,13.74,85304,13001,98305,86.77,13.23,2369,508,2877,82.34,17.66
Visual Basic,kjanku1 | WindowsApplication1,15429,1596,17025,90.63,9.37,63159,6385,69544,90.82,9.18,1637,466,2103,77.84,22.16
Visual Basic,brucemcpherson | GoingGas,20656,7010,27666,74.66,25.34,86664,27764,114428,75.74,24.26,3485,960,4445,78.40,21.60
Visual Basic,DSharpPlus | Example-Bots,14412,10119,24531,58.75,41.25,77572,39780,117352,66.10,33.90,1985,1207,3192,62.19,37.81
Visual Basic,visualbasic6 | chatter,6866,356,7222,95.07,4.93,34199,1613,35812,95.50,4.50,637,580,1217,52.34,47.66
Visual Basic,SilentSys | SLAM,23289,1726,25015,93.10,6.90,105569,7209,112778,93.61,6.39,2790,446,3236,86.22,13.78
